"","ISO3","AGE_BANDS","inc_band_per100k","WHO_R","tbi_prev","tbi_prev_low","tbi_prev_hi"
"708","PRY","65+","30-49","AMRO",0.135993034553277,0.056421560697159,0.371996158390478
"709","PSE","0-14","0-9","SEARO",0.00156087173993956,0.00136599543963861,0.00179924980387963
"710","PSE","15-24","0-9","SEARO",0.0042913369722779,0.00391650887135727,0.00472774487196957
"711","PSE","25-54","0-9","SEARO",0.0130222820397996,0.00974014872701155,0.0190902446704572
"712","PSE","55-64","0-9","SEARO",0.0285408367038785,0.0157928601534092,0.0567097428995651
"713","PSE","65+","0-9","SEARO",0.0523422432972745,0.0231005832336466,0.133034143275055
"714","PYF","15-24","10-29","WPRO",0.0158466866023079,0.0145944541714933,0.0171669581737622
"715","PYF","25-54","10-29","WPRO",0.0482157245680561,0.0325449539428973,0.0829995123930388
"716","PYF","55-64","10-29","WPRO",0.118683076014358,0.0602521916167834,0.2919252472063
"717","PYF","65+","10-29","WPRO",0.162669686950505,0.0649246885784043,0.452234229160809
"718","QAT","0-14","10-29","EMRO",0.00601125876938922,0.00536407578599625,0.00680019723135856
"719","QAT","15-24","10-29","EMRO",0.0144887829763799,0.0132905975950402,0.0160867040798102
"720","QAT","25-54","10-29","EMRO",0.0521979151292779,0.0380101426168623,0.0821834899912724
"721","QAT","55-64","10-29","EMRO",0.101764975995807,0.0568711923967102,0.224543904669344
"722","ROU","0-14","50-99","EURO",0.0146933292920171,0.0128769475846069,0.0166332468790765
"723","ROU","15-24","50-99","EURO",0.0458185854952588,0.0417203134707985,0.0501444229982934
"724","ROU","25-54","50-99","EURO",0.272646427939082,0.190204475541389,0.388983286654267
"725","ROU","55-64","50-99","EURO",0.653029298722375,0.350815901861865,0.893274456506464
"726","ROU","65+","50-99","EURO",0.829251057083945,0.448172034719596,0.970038637594139
"727","RUS","0-14","50-99","EURO",0.0158453641117597,0.0140767842411347,0.0178390499712902
"728","RUS","15-24","50-99","EURO",0.0371574690286944,0.0340253918503739,0.0405981628167815
"729","RUS","25-54","50-99","EURO",0.10252351129026,0.0798386766397314,0.135417020936577
"730","RUS","55-64","50-99","EURO",0.153322426232881,0.0918697002514944,0.277836662932923
"731","RUS","65+","50-99","EURO",0.179942057489667,0.0930076332375463,0.395633990891211
"732","RWA","0-14","50-99","AFR-High",0.0117415096790607,0.0106315166158843,0.0129383416688543
"733","RWA","15-24","50-99","AFR-High",0.0280195810925403,0.0262512934660545,0.0301525533308684
"734","RWA","25-54","50-99","AFR-High",0.0718028259858558,0.0563730779344264,0.0984450872229957
"735","RWA","55-64","50-99","AFR-High",0.105442180663025,0.0662668309744151,0.201701644872023
"736","RWA","65+","50-99","AFR-High",0.13897582522916,0.0764195566951005,0.309012478101805
"737","SAU","0-14","10-29","EMRO",0.0028604340471681,0.00258431575523717,0.00320059151233779
"738","SAU","15-24","10-29","EMRO",0.00683694414959459,0.00629644557019467,0.00741636942640436
"739","SAU","25-54","10-29","EMRO",0.0202700234893933,0.0153464723506852,0.0288447976028927
"740","SAU","55-64","10-29","EMRO",0.0373101428026986,0.023631138925839,0.069320097867419
"741","SAU","65+","10-29","EMRO",0.0529865166256701,0.0277611350996466,0.138829982378872
"742","SDN","0-14","50-99","EMRO",0.0188747609640674,0.0168333650121362,0.0211432170969755
"743","SDN","15-24","50-99","EMRO",0.048536676996542,0.0446650710584075,0.0529633408249586
"744","SDN","25-54","50-99","EMRO",0.18758767937897,0.134987228079584,0.274388626163782
"745","SDN","55-64","50-99","EMRO",0.378514427336895,0.213547252716893,0.628490292936428
"746","SDN","65+","50-99","EMRO",0.536797970528891,0.274703439665708,0.865987929507921
"747","SEN","0-14","100-199","AFR-Low",0.0248076813697582,0.0221734325295016,0.0278384330369203
"748","SEN","15-24","100-199","AFR-Low",0.0726836100576785,0.0672243948503736,0.0785656454153911
"749","SEN","25-54","100-199","AFR-Low",0.216676191712187,0.171546283890556,0.282450419710627
"750","SEN","55-64","100-199","AFR-Low",0.294534606711131,0.173475393164159,0.521058986823699
"751","SEN","65+","100-199","AFR-Low",0.39582541119953,0.198582699907417,0.72780533439592
"752","SGP","0-14","50-99","WPRO",0.00503637837069918,0.00446494893104809,0.00563072162434408
"753","SGP","15-24","50-99","WPRO",0.0137131611245774,0.0126027541720616,0.0148879142970939
"754","SGP","25-54","50-99","WPRO",0.0536608640350145,0.0357755141402527,0.0836716130010363
"755","SGP","55-64","50-99","WPRO",0.119262229616723,0.0567922602845371,0.235042752716566
"756","SGP","65+","50-99","WPRO",0.179913226621776,0.0699172618823485,0.433944564266079
"757","SLB","25-54","50-99","WPRO",0.436632302810254,0.328472899866976,0.579872244915512
"758","SLB","55-64","50-99","WPRO",0.597110478921355,0.305783646173538,0.860737739050755
"759","SLE","0-14","200+","AFR-Low",0.0490011901969322,0.0436096952795597,0.0552918252210815
"760","SLE","15-24","200+","AFR-Low",0.13229707120457,0.121939862570748,0.144495209957808
"761","SLE","25-54","200+","AFR-Low",0.394730703543645,0.314567048739897,0.497902648957209
"762","SLE","55-64","200+","AFR-Low",0.628943525681217,0.405880491019841,0.816710333030753
"763","SLE","65+","200+","AFR-Low",0.722513251539059,0.429707898553143,0.912523618669771
"764","SLV","0-14","50-99","AMRO",0.00476812657665201,0.0041975154638465,0.00538097616597123
"765","SLV","15-24","50-99","AMRO",0.0123071507738915,0.0113380959709113,0.0134416080210948
"766","SLV","25-54","50-99","AMRO",0.0470111260195907,0.0276432404765479,0.0826215219781333
"767","SLV","55-64","50-99","AMRO",0.114615927764483,0.0442346589976546,0.263090956315467
"768","SLV","65+","50-99","AMRO",0.202957194871109,0.0581523217020164,0.547812126475741
"769","SMR","65+","0-9","EURO",0.112379865964304,0.0497835667654385,0.339703740225585
"770","SOM","0-14","200+","EMRO",0.0505242091987996,0.0455022879433494,0.0563679144276429
"771","SOM","15-24","200+","EMRO",0.138373860389992,0.127960417715678,0.149548973186152
"772","SOM","25-54","200+","EMRO",0.354485902894986,0.255367410298125,0.49256647774175
"773","SOM","55-64","200+","EMRO",0.657102554697229,0.369077441323046,0.91149466311327
"774","SOM","65+","200+","EMRO",0.829310956476828,0.490870862634318,0.984103403129426
"775","SRB","0-14","10-29","EURO",0.00510113616467673,0.0045677703641924,0.00577342340109998
"776","SRB","15-24","10-29","EURO",0.0125058486255809,0.0113468704154425,0.0137502737280927
"777","SRB","25-54","10-29","EURO",0.109800136455601,0.0657250786486713,0.191095811596128
"778","SRB","55-64","10-29","EURO",0.332950890455017,0.136943729842334,0.64768680099155
"779","SRB","65+","10-29","EURO",0.609392020860866,0.222237370651838,0.909588773353858
"780","SSD","0-14","200+","AFR-Low",0.0169828221230381,0.014996779312422,0.0195469830510255
"781","SSD","15-24","200+","AFR-Low",0.0471657037433864,0.0428374378364292,0.052369004801383
"782","SSD","25-54","200+","AFR-Low",0.176229647974206,0.135162865683719,0.238818337015721
"783","SSD","55-64","200+","AFR-Low",0.296050205121343,0.189124807135749,0.480316487357622
"784","SSD","65+","200+","AFR-Low",0.390951384226013,0.25268613045216,0.697315317337454
"785","STP","25-54","100-199","AFR-Low",0.144722856498646,0.089583185316805,0.245784944733062
"786","STP","55-64","100-199","AFR-Low",0.469015460207492,0.252944349115196,0.764495078338674
"787","SUR","0-14","10-29","AMRO",0.00634585625415611,0.00563649433445063,0.00713803200730234
"788","SUR","15-24","10-29","AMRO",0.0302800115877046,0.027399973399569,0.0333234839350254
"789","SUR","25-54","10-29","AMRO",0.159852402022579,0.100372364776637,0.260456540766928
"790","SUR","55-64","10-29","AMRO",0.456076079705169,0.21846441224382,0.697279764632371
"791","SUR","65+","10-29","AMRO",0.754213644072212,0.37667947206195,0.936052999973883
"792","SVK","0-14","0-9","EURO",0.00214679661557527,0.00190110271002016,0.00240346889901152
"793","SVK","15-24","0-9","EURO",0.00768375196649446,0.00706548185401099,0.00836213569258532
"794","SVK","25-54","0-9","EURO",0.0584007698661584,0.0349850338311954,0.102004501706868
"795","SVK","55-64","0-9","EURO",0.215013699090387,0.0919351895540278,0.44618847433908
"796","SVK","65+","0-9","EURO",0.509804455188248,0.184516130281965,0.828623595186627
"797","SVN","0-14","0-9","EURO",0.00221058879804865,0.00196217344497674,0.00251128363790255
"798","SVN","15-24","0-9","EURO",0.00668192409159345,0.00610705069414248,0.00722335581936342
"799","SVN","25-54","0-9","EURO",0.0542100487116518,0.0308465832025956,0.0992148062454815
"800","SVN","55-64","0-9","EURO",0.186925805697911,0.0703954597661383,0.384199678131304
"801","SVN","65+","0-9","EURO",0.484488167737638,0.154382017064096,0.835264139645565
"802","SWE","0-14","0-9","EURO",0.00161038449352205,0.0014260058836606,0.0018431737789348
"803","SWE","15-24","0-9","EURO",0.00360624704477738,0.0032865303274694,0.00393244437538605
"804","SWE","25-54","0-9","EURO",0.00973493623914414,0.00777595359203192,0.013654861512037
"805","SWE","55-64","0-9","EURO",0.0191474264824058,0.0125962120608073,0.0348845951540675
"806","SWE","65+","0-9","EURO",0.0331900651477303,0.0175565602696206,0.085483857301479
"807","SWZ","0-14","200+","AFR-High",0.0826752651509693,0.0735688765212675,0.0921714070626
"808","SWZ","15-24","200+","AFR-High",0.136168426660836,0.12528399244007,0.146877695535198
"809","SWZ","25-54","200+","AFR-High",0.2449355828373,0.210881742140142,0.308039401310172
"810","SWZ","55-64","200+","AFR-High",0.0677868139629764,0.0327703390644902,0.159434762037215
"811","SWZ","65+","200+","AFR-High",0.231671102955868,0.166232929187517,0.389092390247186
"812","SYC","0-14","10-29","AFR-Low",0.00266364549907143,0.00239784045316746,0.00296903635121858
"813","SYC","15-24","10-29","AFR-Low",0.00864116727454915,0.00790239999056205,0.00942415503967555
"814","SYC","25-54","10-29","AFR-Low",0.0279932160716474,0.0189422724525021,0.0478189284870258
"815","SYC","55-64","10-29","AFR-Low",0.0594645317459085,0.0348051376600234,0.14255437248618
"816","SYC","65+","10-29","AFR-Low",0.0933775135743068,0.0428083798874702,0.284518994062697
"817","SYR","0-14","10-29","EMRO",0.00378050579623955,0.00330364004675577,0.00431944515846077
"818","SYR","15-24","10-29","EMRO",0.0138312094251739,0.0127069613927507,0.0152111983841762
"819","SYR","25-54","10-29","EMRO",0.0686284767243393,0.0549636230069099,0.094853855743226
"820","SYR","55-64","10-29","EMRO",0.178609480079673,0.117581599578709,0.28976305604141
"821","SYR","65+","10-29","EMRO",0.393220047112844,0.217716463267891,0.634877960650906
"822","TCA","0-14","0-9","AMRO",0.00363018255311974,0.00316144128370685,0.00416535018305853
"823","TCA","15-24","0-9","AMRO",0.0166126048205159,0.0150010183037993,0.0183279868090544
"824","TCA","65+","0-9","AMRO",0.30029682222129,0.0826380539277873,0.707142459854258
"825","TCD","0-14","100-199","AFR-Low",0.0244219488505756,0.021804727264638,0.0273789109031877
"826","TCD","15-24","100-199","AFR-Low",0.0559488724650252,0.0515386334048144,0.0603033657471627
"827","TCD","25-54","100-199","AFR-Low",0.130458272567473,0.103542111607217,0.178239488384799
"828","TCD","55-64","100-199","AFR-Low",0.187910961158706,0.116471834156516,0.352731316372615
"829","TCD","65+","100-199","AFR-Low",0.284877279619137,0.17041558066126,0.561980862629145
"830","TGO","0-14","30-49","AFR-Low",0.00935849954915464,0.00834977652227809,0.0104881740967778
"831","TGO","15-24","30-49","AFR-Low",0.0221440698381552,0.0205116552176616,0.0240326074056362
"832","TGO","25-54","30-49","AFR-Low",0.0511241408480551,0.0425660554497675,0.0690131324209616
"833","TGO","55-64","30-49","AFR-Low",0.0640174867605479,0.0413151345054953,0.127498079892212
"834","TGO","65+","30-49","AFR-Low",0.0737069942554927,0.0395703977940157,0.180839560296092
"835","THA","0-14","100-199","SEARO",0.0259804880077448,0.0233347094960829,0.0289459677610139
"836","THA","15-24","100-199","SEARO",0.0733879661977375,0.0675768861898845,0.079490808980971
"837","THA","25-54","100-199","SEARO",0.215722872864279,0.174214145358723,0.271353613367534
"838","THA","55-64","100-199","SEARO",0.417292620498866,0.324014633641924,0.544089300016053
"839","THA","65+","100-199","SEARO",0.492234595022997,0.378059592184107,0.640804686473269
"840","TJK","0-14","50-99","EURO",0.0209567211792898,0.0185479602324936,0.0235565371400359
"841","TJK","15-24","50-99","EURO",0.0782440811907128,0.0711333744750289,0.0859348222163336
"842","TJK","25-54","50-99","EURO",0.214410807791166,0.17159617729545,0.2948020172937
"843","TJK","55-64","50-99","EURO",0.323262918151568,0.187111954016261,0.573985669854433
"844","TJK","65+","50-99","EURO",0.412233145635789,0.197348727578488,0.781376325777856
"845","TKM","0-14","30-49","EURO",0.0218798363803571,0.0195856783628373,0.024835088414139
"846","TKM","15-24","30-49","EURO",0.0907638422030288,0.0829549933961776,0.0994461221081687
"847","TKM","25-54","30-49","EURO",0.249224034452526,0.193949099502314,0.360525113131353
"848","TKM","55-64","30-49","EURO",0.451783935057422,0.281787051612098,0.814391335809786
"849","TKM","65+","30-49","EURO",0.60773076026338,0.322749795041459,0.977099208222491
"850","TLS","25-54","200+","SEARO",0.596920763868155,0.371155247411028,0.857338015745454
"851","TLS","55-64","200+","SEARO",0.65796646779015,0.105788771303368,0.999904969519614
"852","TLS","65+","200+","SEARO",0.549400122590906,0.0642112418769247,0.986450040275447
"853","TON","15-24","0-9","WPRO",0.0118925924262842,0.0109604061618289,0.0127845154944688
"854","TON","25-54","0-9","WPRO",0.0536734115788131,0.0364233980251076,0.08226685742394
"855","TON","55-64","0-9","WPRO",0.116652426326955,0.0573490028351646,0.224528228961654
"856","TON","65+","0-9","WPRO",0.254088660421803,0.118590250027577,0.566622131297317
"857","TTO","0-14","10-29","AMRO",0.00270869975885888,0.00239419480669517,0.00303786964877806
"858","TTO","15-24","10-29","AMRO",0.00572462716235546,0.00530206781453359,0.00621670312432591
"859","TTO","25-54","10-29","AMRO",0.0122056370888241,0.00967704704937914,0.0167931056294423
"860","TTO","55-64","10-29","AMRO",0.0195714215969942,0.0130401011467909,0.0354316826910866
"861","TTO","65+","10-29","AMRO",0.0297488320305496,0.0167275530129812,0.0738151481373015
"862","TUN","0-14","30-49","EMRO",0.00466382605882486,0.00411695643649186,0.00530454309485054
"863","TUN","15-24","30-49","EMRO",0.0115569668784245,0.0106211130301462,0.0125627952769109
"864","TUN","25-54","30-49","EMRO",0.0313704263972869,0.0255302932679594,0.0439377457267108
"865","TUN","55-64","30-49","EMRO",0.0406000091485134,0.0251170585116749,0.0822024659760237
"866","TUN","65+","30-49","EMRO",0.0564741432443932,0.0284420929344009,0.145984440094686
"867","TUR","0-14","10-29","EURO",0.0034002814172658,0.00303880889297809,0.00382329092922383
"868","TUR","15-24","10-29","EURO",0.0108664215089998,0.0099553185477692,0.0118421247669381
"869","TUR","25-54","10-29","EURO",0.0486163347939001,0.0355784953478308,0.0836120515978702
"870","TUR","55-64","10-29","EURO",0.106138918346363,0.0601690026562058,0.256726018687197
"871","TUR","65+","10-29","EURO",0.208600362607663,0.0923632037765576,0.517332527059827
"872","TZA","0-14","200+","AFR-High",0.0707581195626876,0.0620848118988273,0.0803881640065194
"873","TZA","15-24","200+","AFR-High",0.138982351669445,0.126132003783691,0.151027344339827
"874","TZA","25-54","200+","AFR-High",0.190538569405099,0.164413803722229,0.228431576792214
"875","TZA","55-64","200+","AFR-High",0.272769666330861,0.188125639059327,0.381263157975562
"876","TZA","65+","200+","AFR-High",0.328268700609038,0.208427248570157,0.530521485928459
"877","UGA","0-14","200+","AFR-High",0.0166789612420417,0.0149735168010363,0.0185069035798781
"878","UGA","15-24","200+","AFR-High",0.0614614329504331,0.0565701965258303,0.0665706777885691
"879","UGA","25-54","200+","AFR-High",0.160349097087211,0.108692143019687,0.256603987101781
"880","UGA","55-64","200+","AFR-High",0.344710311891277,0.17043653568055,0.623374812552366
"881","UGA","65+","200+","AFR-High",0.569726031236239,0.261050731272315,0.87168923284735
"882","UKR","0-14","50-99","EURO",0.0153818516436843,0.0137392611042468,0.0172431757611423
"883","UKR","15-24","50-99","EURO",0.0370953499128999,0.0339060231271673,0.0406964997528745
"884","UKR","25-54","50-99","EURO",0.0829014240608004,0.0667028572430684,0.116150223169872
"885","UKR","55-64","50-99","EURO",0.108412714928651,0.071107793312731,0.216815841658034
"886","UKR","65+","50-99","EURO",0.104558086212168,0.0571584861543015,0.281487117611171
"887","URY","0-14","30-49","AMRO",0.00314436676141217,0.00277242317007125,0.00356726760685044
"888","URY","15-24","30-49","AMRO",0.00768176202991713,0.0069944865425347,0.00842376391010457
"889","URY","25-54","30-49","AMRO",0.0244100559234253,0.0175024980460677,0.0393913859076208
"890","URY","55-64","30-49","AMRO",0.0472805159888533,0.024778104828025,0.102444689063283
"891","URY","65+","30-49","AMRO",0.0851017220503184,0.0318790849711079,0.208289655903022
"892","USA","0-14","0-9","AMRO",0.00137926842281372,0.0012173356619087,0.00157224199056103
"893","USA","15-24","0-9","AMRO",0.00365320747290163,0.00333315376960414,0.00398647164509475
"894","USA","25-54","0-9","AMRO",0.0186871961935648,0.0125455630718025,0.0312639199924285
"895","USA","55-64","0-9","AMRO",0.0513618038339568,0.0271592743695633,0.110771689693469
"896","USA","65+","0-9","AMRO",0.131735593169211,0.0526137019294361,0.362684937606583
"897","UZB","0-14","50-99","EURO",0.0154752318416492,0.0138947586655826,0.0171803414417152
"898","UZB","15-24","50-99","EURO",0.0422316971097315,0.0393789587866475,0.0460244994322542
"899","UZB","25-54","50-99","EURO",0.0938164955690711,0.074015538994626,0.131125270582553
"900","UZB","55-64","50-99","EURO",0.120410666219341,0.0739657989337973,0.229765742263306
"901","UZB","65+","50-99","EURO",0.147980223418315,0.0832754620873507,0.331325959187227
"902","VCT","0-14","0-9","AMRO",0.00432845176039356,0.0038909267771392,0.00479097164212194
"903","VCT","15-24","0-9","AMRO",0.0149999699487665,0.0139379789127968,0.0162832436762339
"904","VCT","25-54","0-9","AMRO",0.0569575423615807,0.0386582695090381,0.0897729264010025
"905","VCT","55-64","0-9","AMRO",0.114309273894789,0.0561253861769013,0.228508527262343
"906","VCT","65+","0-9","AMRO",0.204998810861149,0.0838435668298636,0.508988804486909
"907","VEN","0-14","30-49","AMRO",0.00404471349343079,0.00358617291252416,0.00457339830964437
"908","VEN","15-24","30-49","AMRO",0.0111140376816886,0.0102161159524129,0.0121544377795795
"909","VEN","25-54","30-49","AMRO",0.0346814610573959,0.0258903625043534,0.0506419493993994
"910","VEN","55-64","30-49","AMRO",0.0602872287581013,0.0361325361804927,0.120907457847765
"911","VEN","65+","30-49","AMRO",0.0993770191360423,0.0494000444371629,0.26520279421907
"912","VGB","0-14","0-9","AMRO",0.00147105746634353,0.00127428030889366,0.00170020724046218
"913","VGB","25-54","0-9","AMRO",0.0581668580371406,0.0316227108741087,0.117471166954402
"914","VGB","65+","0-9","AMRO",0.791756471786473,0.540304653306459,0.95835300691669
"915","VNM","0-14","100-199","WPRO",0.0271646910156116,0.0242126847633623,0.0305131549086681
"916","VNM","15-24","100-199","WPRO",0.0881089756432607,0.0815250289338518,0.0954609968878542
"917","VNM","25-54","100-199","WPRO",0.291835596519328,0.181433083051389,0.432722278645438
"918","VNM","55-64","100-199","WPRO",0.621601217455781,0.324000967220217,0.877787388635217
"919","VNM","65+","100-199","WPRO",0.868727089478561,0.521322732169166,0.976837672158354
"920","WSM","0-14","0-9","WPRO",0.00272908486568127,0.00243719757896737,0.00301952922785899
"921","WSM","15-24","0-9","WPRO",0.00532059843140614,0.00487540509847114,0.0057869223072887
"922","WSM","25-54","0-9","WPRO",0.0485893294555132,0.0394476102387386,0.0599687049787847
"923","WSM","55-64","0-9","WPRO",0.103070581707694,0.0768855338519559,0.136816567278514
"924","WSM","65+","0-9","WPRO",0.219900734541711,0.144889937777427,0.332405274514342
"925","YEM","0-14","30-49","EMRO",0.00998070942187469,0.00888042513049301,0.0111482962478601
"926","YEM","15-24","30-49","EMRO",0.0394680142139407,0.0364391414821047,0.0431241071735122
"927","YEM","25-54","30-49","EMRO",0.273582027619788,0.182356727858219,0.396480272597337
"928","YEM","55-64","30-49","EMRO",0.727854318291857,0.41457045793109,0.935490558736368
"929","YEM","65+","30-49","EMRO",0.898930052049318,0.589864485522497,0.981582505905495
"930","ZAF","0-14","200+","AFR-High",0.0759860422645624,0.0686697303846958,0.0844933587741188
"931","ZAF","15-24","200+","AFR-High",0.109382303800725,0.101207012087937,0.117972879957833
"932","ZAF","25-54","200+","AFR-High",0.198950757462899,0.160561503035964,0.269824751775501
"933","ZAF","55-64","200+","AFR-High",0.22314987764472,0.149298041164845,0.421531485032041
"934","ZAF","65+","200+","AFR-High",0.204087161441387,0.116598629980995,0.478306617511751
"935","ZMB","0-14","200+","AFR-High",0.0421845407233189,0.0375660528190814,0.0476617317031604
"936","ZMB","15-24","200+","AFR-High",0.115332193054176,0.105465124988297,0.125611411608449
"937","ZMB","25-54","200+","AFR-High",0.40808395528013,0.27001729165292,0.53912833320202
"938","ZMB","55-64","200+","AFR-High",0.728887505852509,0.407224089119397,0.907916696952429
"939","ZMB","65+","200+","AFR-High",0.853480113105004,0.450615300557026,0.967507128933523
"940","ZWE","0-14","200+","AFR-High",0.0314215545943912,0.0281606706283865,0.0354748742460122
"941","ZWE","15-24","200+","AFR-High",0.0911012000565948,0.0835594395779985,0.0988811319187056
"942","ZWE","25-54","200+","AFR-High",0.230444453481546,0.179381380170961,0.306050962270025
"943","ZWE","55-64","200+","AFR-High",0.333693714031852,0.198436324402237,0.542858264725983
"944","ZWE","65+","200+","AFR-High",0.375567530592417,0.175252849844737,0.685975453089062
